Country,Region,Happiness,GDP,Support,Life_Exp,Freedom,Corruption,Generosity,Year
Bhutan,Southern Asia,5.011000156,0.885416389,1.340126514,0.495879292,0.501537681,0.17338039,0.474054545,2017
Kyrgyzstan,Central and Eastern Europe,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374,2017
Nepal,Western Europe,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.072975546,0.394096166,2017
Mongolia,Eastern Asia,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.032902289,0.33846423,2017
South Africa,Sub-Saharan Africa,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.072509497,0.13936238,2017
Tunisia,Middle East and Northern Africa,4.804999828,1.007265806,0.86835146,0.613212049,0.28968069,0.086723149,0.049693357,2017
Palestinian Territories,Middle East and Northern Africa,4.775000095,0.716249228,1.155647159,0.565666974,0.254711062,0.089282602,0.114173174,2017
Egypt,Middle East and Northern Africa,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.114381365,0.128631443,2017
Bulgaria,Central and Eastern Europe,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.011051531,0.113177694,2017
Sierra Leone,Sub-Saharan Africa,4.709000111,0.368420929,0.984136045,0.005564754,0.318697691,0.071095176,0.293040901,2017
Cameroon,Sub-Saharan Africa,4.695000172,0.564305365,0.946018219,0.132892117,0.430388749,0.051306631,0.236298457,2017
Iran,Middle East and Northern Africa,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.048761073,0.387242913,2017
Albania,Central and Eastern Europe,4.644000053,0.996192753,0.803685248,0.731159747,0.381498635,0.039864216,0.201312944,2017
Bangladesh,Southern Asia,4.607999802,0.586682975,0.735131741,0.533241034,0.478356659,0.123717859,0.172255352,2017
Namibia,Southern Asia,4.573999882,0.964434326,1.098470807,0.338611811,0.520303547,0.093146972,0.077133745,2017
Kenya,Sub-Saharan Africa,4.552999973,0.560479462,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309,2017
Mozambique,Sub-Saharan Africa,4.550000191,0.23430565,0.870701015,0.106654435,0.480791092,0.179436386,0.322228104,2017
Myanmar,Southeastern Asia,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.188816205,0.838075161,2017
Senegal,Sub-Saharan Africa,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.115460448,0.183468893,2017
Zambia,Sub-Saharan Africa,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.07821355,0.249580145,2017
Iraq,Middle East and Northern Africa,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.107215755,0.199637264,2017
Gabon,Sub-Saharan Africa,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.076046787,0.043785378,2017
Ethiopia,Sub-Saharan Africa,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.165455714,0.31265074,2017
Sri Lanka,Southern Asia,4.440000057,1.009850144,1.259976387,0.625130832,0.561213255,0.073653966,0.490863562,2017
Armenia,Central and Eastern Europe,4.375999928,0.900596738,1.007483721,0.637524426,0.198303267,0.026674422,0.083488092,2017
India,Southern Asia,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.092226885,0.231538489,2017
Mauritania,Sub-Saharan Africa,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.136957005,0.201870024,2017
Congo (Brazzaville),Sub-Saharan Africa,4.290999889,0.808964252,0.832044363,0.289957434,0.435025871,0.079618134,0.120852128,2017
Georgia,Central and Eastern Europe,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.251666635,0.054008815,2017
Congo (Kinshasa),Sub-Saharan Africa,4.28000021,0.092102349,1.229023457,0.191407025,0.235961348,0.060241356,0.246455833,2017
Mali,Sub-Saharan Africa,4.190000057,0.476180494,1.281473398,0.169365674,0.306613743,0.104970247,0.183354199,2017
Ivory Coast,Sub-Saharan Africa,4.179999828,0.603048921,0.90478003,0.04864217,0.447706193,0.130061775,0.20123747,2017
Cambodia,Southeastern Asia,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.068105951,0.385922968,2017
Sudan,Sub-Saharan Africa,4.138999939,0.659516692,1.21400857,0.290920824,0.014995855,0.08984752,0.182317451,2017
Ghana,Sub-Saharan Africa,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.02533637,0.256923944,2017
Ukraine,Central and Eastern Europe,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463,2017
Uganda,Sub-Saharan Africa,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057,2017
Burkina Faso,Sub-Saharan Africa,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.120328106,0.250864685,2017
Niger,Sub-Saharan Africa,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846,2017
Malawi,Sub-Saharan Africa,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047,2017
Chad,Sub-Saharan Africa,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.053581882,0.21611385,2017
Zimbabwe,Sub-Saharan Africa,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494,2017
Lesotho,Sub-Saharan Africa,3.808000088,0.521021247,1.190095186,0,0.390661299,0.11909464,0.157497272,2017
Angola,Sub-Saharan Africa,3.795000076,0.85842818,1.10441196,0.049868666,0,0.069720335,0.09792649,2017
Afghanistan,Southern Asia,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.06115783,0.311870933,2017
Botswana,Sub-Saharan Africa,3.766000032,1.122094154,1.221554995,0.341755509,0.505196333,0.098583199,0.099348448,2017
Benin,Sub-Saharan Africa,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.060929015,0.207948461,2017
Madagascar,Sub-Saharan Africa,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,2017
Haiti,Latin America and Caribbean,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781,2017
Yemen,Middle East and Northern Africa,3.592999935,0.591683447,0.935382247,0.310080916,0.249463722,0.056767423,0.104125209,2017
South Sudan,Sub-Saharan Africa,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.116793513,0.285670817,2017
Liberia,Sub-Saharan Africa,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,2017
Guinea,Sub-Saharan Africa,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092,2017
Togo,Sub-Saharan Africa,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151,2017
Rwanda,Sub-Saharan Africa,3.470999956,0.368745893,0.945707023,0.326424807,0.581843853,0.455220014,0.252756029,2017
Syria,Middle East and Northern Africa,3.461999893,0.777153134,0.396102607,0.500533342,0.081539445,0.151347131,0.493663728,2017
Tanzania,Sub-Saharan Africa,3.348999977,0.511135876,1.041989803,0.364509284,0.390017778,0.066035107,0.354256362,2017
Burundi,Sub-Saharan Africa,2.904999971,0.091622569,0.629793584,0.151610792,0.059900753,0.084147945,0.204435185,2017
Central African Republic,Sub-Saharan Africa,2.693000078,0,0,0.018772686,0.270842046,0.056565076,0.280876487,2017
Finland,Western Europe,7.632,1.305,1.592,0.874,0.681,0.393,0.202,2018
Norway,Western Europe,7.594,1.456,1.582,0.861,0.686,0.34,0.286,2018
Denmark,Western Europe,7.555,1.351,1.59,0.868,0.683,0.408,0.284,2018
Iceland,Western Europe,7.495,1.343,1.644,0.914,0.677,0.138,0.353,2018
Switzerland,Western Europe,7.487,1.42,1.549,0.927,0.66,0.357,0.256,2018
Netherlands,Western Europe,7.441,1.361,1.488,0.878,0.638,0.295,0.333,2018
Canada,North America,7.328,1.33,1.532,0.896,0.653,0.291,0.321,2018
New Zealand,Australia and New Zealand,7.324,1.268,1.601,0.876,0.669,0.389,0.365,2018
Sweden,Western Europe,7.314,1.355,1.501,0.913,0.659,0.383,0.285,2018
Australia,Australia and New Zealand,7.272,1.34,1.573,0.91,0.647,0.302,0.361,2018
United Kingdom,Western Europe,7.19,1.244,1.433,0.888,0.464,0.082,0.262,2018
Austria,Western Europe,7.139,1.341,1.504,0.891,0.617,0.224,0.242,2018
Costa Rica,Latin America and Caribbean,7.072,1.01,1.459,0.817,0.632,0.101,0.143,2018
Ireland,Western Europe,6.977,1.448,1.583,0.876,0.614,0.306,0.307,2018
Germany,Western Europe,6.965,1.34,1.474,0.861,0.586,0.28,0.273,2018
Belgium,Western Europe,6.927,1.324,1.483,0.894,0.583,0.24,0.188,2018
Luxembourg,Western Europe,6.91,1.576,1.52,0.896,0.632,0.321,0.196,2018
United States,North America,6.886,1.398,1.471,0.819,0.547,0.133,0.291,2018
Israel,Middle East and Northern Africa,6.814,1.301,1.559,0.883,0.533,0.272,0.354,2018
United Arab Emirates,Middle East and Northern Africa,6.774,2.096,0.776,0.67,0.284,0,0.186,2018
Czech Republic,Central and Eastern Europe,6.711,1.233,1.489,0.854,0.543,0.034,0.064,2018
Malta,Western Europe,6.627,1.27,1.525,0.884,0.645,0.142,0.376,2018
France,Western Europe,6.489,1.293,1.466,0.908,0.52,0.176,0.098,2018
Mexico,Latin America and Caribbean,6.488,1.038,1.252,0.761,0.479,0.095,0.069,2018
Chile,Latin America and Caribbean,6.476,1.131,1.331,0.808,0.431,0.061,0.197,2018
Taiwan,Eastern Asia,6.441,1.365,1.436,0.857,0.418,0.078,0.151,2018
Panama,Latin America and Caribbean,6.43,1.112,1.438,0.759,0.597,0.063,0.125,2018
Brazil,Latin America and Caribbean,6.419,0.986,1.474,0.675,0.493,0.088,0.11,2018
Argentina,Latin America and Caribbean,6.388,1.073,1.468,0.744,0.57,0.054,0.062,2018
Guatemala,Latin America and Caribbean,6.382,0.781,1.268,0.608,0.604,0.071,0.179,2018
Uruguay,Latin America and Caribbean,6.379,1.093,1.459,0.771,0.625,0.155,0.13,2018
Qatar,Middle East and Northern Africa,6.374,1.649,1.303,0.748,0.654,0.171,0.256,2018
Saudi Arabia,Middle East and Northern Africa,6.371,1.379,1.331,0.633,0.509,0.127,0.098,2018
Singapore,Southeastern Asia,6.343,1.529,1.451,1.008,0.631,0.457,0.261,2018
Malaysia,Southeastern Asia,6.322,1.161,1.258,0.669,0.356,0.059,0.311,2018
Spain,Western Europe,6.31,1.251,1.538,0.965,0.449,0.074,0.142,2018
Colombia,Latin America and Caribbean,6.26,0.96,1.439,0.635,0.531,0.039,0.099,2018
Trinidad & Tobago,Latin America and Caribbean,6.192,1.223,1.492,0.564,0.575,0.019,0.171,2018
Slovakia,Central and Eastern Europe,6.173,1.21,1.537,0.776,0.354,0.014,0.118,2018
El Salvador,Latin America and Caribbean,6.167,0.806,1.231,0.639,0.461,0.082,0.065,2018
Nicaragua,Latin America and Caribbean,6.141,0.668,1.319,0.7,0.527,0.128,0.208,2018
Poland,Central and Eastern Europe,6.123,1.176,1.448,0.781,0.546,0.064,0.108,2018
Bahrain,Middle East and Northern Africa,6.105,1.338,1.366,0.698,0.594,0.123,0.243,2018
Uzbekistan,Central and Eastern Europe,6.096,0.719,1.584,0.605,0.724,0.259,0.328,2018
Kuwait,Middle East and Northern Africa,6.083,1.474,1.301,0.675,0.554,0.106,0.167,2018
Thailand,Southeastern Asia,6.072,1.016,1.417,0.707,0.637,0.029,0.364,2018
Italy,Western Europe,6,1.264,1.501,0.946,0.281,0.028,0.137,2018
Ecuador,Latin America and Caribbean,5.973,0.889,1.33,0.736,0.556,0.12,0.114,2018
Belize,Latin America and Caribbean,5.956,0.807,1.101,0.474,0.593,0.089,0.183,2018
Lithuania,Central and Eastern Europe,5.952,1.197,1.527,0.716,0.35,0.006,0.026,2018
Slovenia,Central and Eastern Europe,5.948,1.219,1.506,0.856,0.633,0.051,0.16,2018
Romania,Central and Eastern Europe,5.945,1.116,1.219,0.726,0.528,0.001,0.088,2018
Latvia,Central and Eastern Europe,5.933,1.148,1.454,0.671,0.363,0.066,0.092,2018
Japan,Eastern Asia,5.915,1.294,1.462,0.988,0.553,0.15,0.079,2018
Mauritius,Sub-Saharan Africa,5.891,1.09,1.387,0.684,0.584,0.05,0.245,2018
Jamaica,Latin America and Caribbean,5.89,0.819,1.493,0.693,0.575,0.031,0.096,2018
South Korea,Eastern Asia,5.875,1.266,1.204,0.955,0.244,0.051,0.175,2018
Northern Cyprus,Western Europe,5.835,1.229,1.211,0.909,0.495,0.154,0.179,2018
Russia,Central and Eastern Europe,5.81,1.151,1.479,0.599,0.399,0.025,0.065,2018
Kazakhstan,Central and Eastern Europe,5.79,1.143,1.516,0.631,0.454,0.121,0.148,2018
Cyprus,Western Europe,5.762,1.229,1.191,0.909,0.423,0.035,0.202,2018
Bolivia,Latin America and Caribbean,5.752,0.751,1.223,0.508,0.606,0.054,0.141,2018
Estonia,Central and Eastern Europe,5.739,1.2,1.532,0.737,0.553,0.174,0.086,2018
Paraguay,Latin America and Caribbean,5.681,0.835,1.522,0.615,0.541,0.074,0.162,2018
Peru,Latin America and Caribbean,5.663,0.934,1.249,0.674,0.53,0.034,0.092,2018
Kosovo,Central and Eastern Europe,5.662,0.855,1.23,0.578,0.448,0.023,0.274,2018
Moldova,Central and Eastern Europe,5.64,0.657,1.301,0.62,0.232,0,0.171,2018
Turkmenistan,Central and Eastern Europe,5.636,1.016,1.533,0.517,0.417,0.037,0.199,2018
Hungary,Central and Eastern Europe,5.62,1.171,1.401,0.732,0.259,0.022,0.061,2018
Libya,Middle East and Northern Africa,5.566,0.985,1.35,0.553,0.496,0.148,0.116,2018
Philippines,Southeastern Asia,5.524,0.775,1.312,0.513,0.643,0.105,0.12,2018
Honduras,Latin America and Caribbean,5.504,0.62,1.205,0.622,0.459,0.074,0.197,2018
Belarus,Central and Eastern Europe,5.483,1.039,1.498,0.7,0.307,0.154,0.101,2018
Turkey,Middle East and Northern Africa,5.483,1.148,1.38,0.686,0.324,0.109,0.106,2018
Pakistan,Southern Asia,5.472,0.652,0.81,0.424,0.334,0.113,0.216,2018
Hong Kong,Eastern Asia,5.43,1.405,1.29,1.03,0.524,0.291,0.246,2018
Portugal,Western Europe,5.41,1.188,1.429,0.884,0.562,0.017,0.055,2018
Serbia,Central and Eastern Europe,5.398,0.975,1.369,0.685,0.288,0.043,0.134,2018
Greece,Western Europe,5.358,1.154,1.202,0.879,0.131,0.044,0,2018
Lebanon,Middle East and Northern Africa,5.358,0.965,1.179,0.785,0.503,0.136,0.214,2018
Montenegro,Central and Eastern Europe,5.347,1.017,1.279,0.729,0.259,0.081,0.111,2018
Croatia,Central and Eastern Europe,5.321,1.115,1.161,0.737,0.38,0.039,0.12,2018
Dominican Republic,Latin America and Caribbean,5.302,0.982,1.441,0.614,0.578,0.106,0.12,2018
Algeria,Middle East and Northern Africa,5.295,0.979,1.154,0.687,0.077,0.135,0.055,2018
Morocco,Middle East and Northern Africa,5.254,0.779,0.797,0.669,0.46,0.074,0.026,2018
China,Eastern Asia,5.246,0.989,1.142,0.799,0.597,0.103,0.029,2018
Azerbaijan,Central and Eastern Europe,5.201,1.024,1.161,0.603,0.43,0.176,0.031,2018
Tajikistan,Central and Eastern Europe,5.199,0.474,1.166,0.598,0.292,0.034,0.187,2018
Macedonia,Central and Eastern Europe,5.185,0.959,1.239,0.691,0.394,0.052,0.173,2018
Jordan,Middle East and Northern Africa,5.161,0.822,1.265,0.645,0.468,0.134,0.13,2018
Nigeria,Sub-Saharan Africa,5.155,0.689,1.172,0.048,0.462,0.032,0.201,2018
Kyrgyzstan,Central and Eastern Europe,5.131,0.53,1.416,0.594,0.54,0.035,0.281,2018
Bosnia and Herzegovina,Central and Eastern Europe,5.129,0.915,1.078,0.758,0.28,0,0.216,2018
Mongolia,Eastern Asia,5.125,0.914,1.517,0.575,0.395,0.032,0.253,2018
Vietnam,Southeastern Asia,5.103,0.715,1.365,0.702,0.618,0.079,0.177,2018
Indonesia,Southeastern Asia,5.093,0.899,1.215,0.522,0.538,0.018,0.484,2018
Bhutan,Southern Asia,5.082,0.796,1.335,0.527,0.541,0.171,0.364,2018
Somalia,Sub-Saharan Africa,4.982,0,0.712,0.115,0.674,0.282,0.238,2018
Cameroon,Sub-Saharan Africa,4.975,0.535,0.891,0.182,0.454,0.043,0.183,2018
Bulgaria,Central and Eastern Europe,4.933,1.054,1.515,0.712,0.359,0.009,0.064,2018
Nepal,Southern Asia,4.88,0.425,1.228,0.539,0.526,0.078,0.302,2018
Venezuela,Latin America and Caribbean,4.806,0.996,1.469,0.657,0.133,0.052,0.056,2018
Gabon,Sub-Saharan Africa,4.758,1.036,1.164,0.404,0.356,0.052,0.032,2018
Palestinian Territories,Middle East and Northern Africa,4.743,0.642,1.217,0.602,0.266,0.076,0.086,2018
South Africa,Sub-Saharan Africa,4.724,0.94,1.41,0.33,0.516,0.056,0.103,2018
Iran,Middle East and Northern Africa,4.707,1.059,0.771,0.691,0.459,0.129,0.282,2018
Ivory Coast,Sub-Saharan Africa,4.671,0.541,0.872,0.08,0.467,0.103,0.146,2018
Ghana,Sub-Saharan Africa,4.657,0.592,0.896,0.337,0.499,0.029,0.212,2018
Senegal,Sub-Saharan Africa,4.631,0.429,1.117,0.433,0.406,0.082,0.138,2018
Laos,Southeastern Asia,4.623,0.72,1.034,0.441,0.626,0.174,0.23,2018
Tunisia,Middle East and Northern Africa,4.592,0.9,0.906,0.69,0.271,0.063,0.04,2018
Albania,Central and Eastern Europe,4.586,0.916,0.817,0.79,0.419,0.032,0.149,2018
Sierra Leone,Sub-Saharan Africa,4.571,0.256,0.813,0,0.355,0.053,0.238,2018
Congo (Brazzaville),Sub-Saharan Africa,4.559,0.682,0.811,0.343,0.514,0.077,0.091,2018
Bangladesh,Southern Asia,4.5,0.532,0.85,0.579,0.58,0.144,0.153,2018
Sri Lanka,Southern Asia,4.471,0.918,1.314,0.672,0.585,0.05,0.307,2018
Iraq,Middle East and Northern Africa,4.456,1.01,0.971,0.536,0.304,0.095,0.148,2018
Mali,Sub-Saharan Africa,4.447,0.37,1.233,0.152,0.367,0.056,0.139,2018
Namibia,Sub-Saharan Africa,4.441,0.874,1.281,0.365,0.519,0.064,0.051,2018
Cambodia,Southeastern Asia,4.433,0.549,1.088,0.457,0.696,0.065,0.256,2018
Burkina Faso,Sub-Saharan Africa,4.424,0.314,1.097,0.254,0.312,0.128,0.175,2018
Egypt,Middle East and Northern Africa,4.419,0.885,1.025,0.553,0.312,0.107,0.092,2018
Mozambique,Sub-Saharan Africa,4.417,0.198,0.902,0.173,0.531,0.158,0.206,2018
Kenya,Sub-Saharan Africa,4.41,0.493,1.048,0.454,0.504,0.055,0.352,2018
Zambia,Sub-Saharan Africa,4.377,0.562,1.047,0.295,0.503,0.082,0.221,2018
Mauritania,Sub-Saharan Africa,4.356,0.557,1.245,0.292,0.129,0.093,0.134,2018
Ethiopia,Sub-Saharan Africa,4.35,0.308,0.95,0.391,0.452,0.146,0.22,2018
Georgia,Central and Eastern Europe,4.34,0.853,0.592,0.643,0.375,0.215,0.038,2018
Armenia,Central and Eastern Europe,4.321,0.816,0.99,0.666,0.26,0.028,0.077,2018
Myanmar,Southeastern Asia,4.308,0.682,1.174,0.429,0.58,0.178,0.598,2018
Chad,Sub-Saharan Africa,4.301,0.358,0.907,0.053,0.189,0.06,0.181,2018
Congo (Kinshasa),Sub-Saharan Africa,4.245,0.069,1.136,0.204,0.312,0.052,0.197,2018
India,Southern Asia,4.19,0.721,0.747,0.485,0.539,0.093,0.172,2018
Niger,Sub-Saharan Africa,4.166,0.131,0.867,0.221,0.39,0.099,0.175,2018
Uganda,Sub-Saharan Africa,4.161,0.322,1.09,0.237,0.45,0.061,0.259,2018
Benin,Sub-Saharan Africa,4.141,0.378,0.372,0.24,0.44,0.067,0.163,2018
Sudan,Sub-Saharan Africa,4.139,0.605,1.24,0.312,0.016,0.082,0.134,2018
Ukraine,Central and Eastern Europe,4.103,0.793,1.413,0.609,0.163,0.011,0.187,2018
Togo,Sub-Saharan Africa,3.999,0.259,0.474,0.253,0.434,0.101,0.158,2018
Guinea,Sub-Saharan Africa,3.964,0.344,0.792,0.211,0.394,0.094,0.185,2018
Lesotho,Sub-Saharan Africa,3.808,0.472,1.215,0.079,0.423,0.112,0.116,2018
Angola,Sub-Saharan Africa,3.795,0.73,1.125,0.269,0,0.061,0.079,2018
Madagascar,Sub-Saharan Africa,3.774,0.262,0.908,0.402,0.221,0.049,0.155,2018
Zimbabwe,Sub-Saharan Africa,3.692,0.357,1.094,0.248,0.406,0.099,0.132,2018
Afghanistan,Southern Asia,3.632,0.332,0.537,0.255,0.085,0.036,0.191,2018
Botswana,Sub-Saharan Africa,3.59,1.017,1.174,0.417,0.557,0.092,0.042,2018
Malawi,Sub-Saharan Africa,3.587,0.186,0.541,0.306,0.531,0.08,0.21,2018
Haiti,Latin America and Caribbean,3.582,0.315,0.714,0.289,0.025,0.104,0.392,2018
Liberia,Sub-Saharan Africa,3.495,0.076,0.858,0.267,0.419,0.03,0.206,2018
Syria,Middle East and Northern Africa,3.462,0.689,0.382,0.539,0.088,0.144,0.376,2018
Rwanda,Sub-Saharan Africa,3.408,0.332,0.896,0.4,0.636,0.444,0.2,2018
Yemen,Middle East and Northern Africa,3.355,0.442,1.073,0.343,0.244,0.064,0.083,2018
Tanzania,Sub-Saharan Africa,3.303,0.455,0.991,0.381,0.481,0.097,0.27,2018
South Sudan,Sub-Saharan Africa,3.254,0.337,0.608,0.177,0.112,0.106,0.224,2018
Central African Republic,Sub-Saharan Africa,3.083,0.024,0,0.01,0.305,0.038,0.218,2018
Burundi,Sub-Saharan Africa,2.905,0.091,0.627,0.145,0.065,0.076,0.149,2018
Finland,Western Europe,7.769,1.34,1.587,0.986,0.596,0.393,0.153,2019
Denmark,Western Europe,7.6,1.383,1.573,0.996,0.592,0.41,0.252,2019
Norway,Western Europe,7.554,1.488,1.582,1.028,0.603,0.341,0.271,2019
Iceland,Western Europe,7.494,1.38,1.624,1.026,0.591,0.118,0.354,2019
Netherlands,Western Europe,7.488,1.396,1.522,0.999,0.557,0.298,0.322,2019
Switzerland,Western Europe,7.48,1.452,1.526,1.052,0.572,0.343,0.263,2019
Sweden,Western Europe,7.343,1.387,1.487,1.009,0.574,0.373,0.267,2019
